date,volume,adjusted
2022-01-05,947000,98.592414855957
2022-01-06,570300,98.4301910400391
2022-01-07,595100,98.0771179199219
2022-01-10,1025900,96.7602615356445
2022-01-11,1044800,96.6171264648438
2022-01-12,880800,98.0103225708008
2022-01-13,1062900,97.3518905639648
2022-01-14,960600,95.5388336181641
2022-01-18,827400,95.5483779907227
2022-01-19,663400,94.594123840332
2022-01-20,771300,93.6589736938477
2022-01-21,1268000,91.5310134887695
2022-01-24,1278300,92.9528427124023
2022-01-25,1037100,91.2065658569336
2022-01-26,2393000,85.6815032958984
2022-01-27,1320100,84.4219055175781
2022-01-28,1346100,85.8532562255859
2022-01-31,2808300,88.9204864501953
2022-02-01,1150600,90.8915786743164
2022-02-02,1183800,91.8530807495117
2022-02-03,939000,90.1704406738281
2022-02-04,1409700,90.3050537109375
2022-02-07,1707500,89.4204711914062
2022-02-08,2250300,88.73779296875
2022-02-09,945100,92.5261459350586
2022-02-10,1134100,91.2761764526367
2022-02-11,1478300,90.756965637207
2022-02-14,1209300,90.9204177856445
2022-02-15,1345700,92.7376708984375
2022-02-16,1125900,93.3049774169922
2022-02-17,3621500,95.2664489746094
2022-02-18,1194900,94.2087936401367
2022-02-22,1548600,90.5838928222656
2022-02-23,914600,88.5935592651367
2022-02-24,965600,89.5935287475586
2022-02-25,962000,92.987663269043
2022-02-28,2032400,93.3145904541016
2022-03-01,716500,91.17041015625
2022-03-02,621300,93.0453567504883
2022-03-03,669100,90.5646667480469
2022-03-04,1056900,88.8916320800781
2022-03-07,979500,85.6994171142578
2022-03-08,1209200,84.6994400024414
2022-03-09,1113500,86.468620300293
2022-03-10,1067900,85.5648040771484
2022-03-11,747300,83.1418075561523
2022-03-14,1614000,83.49755859375
2022-03-15,1277000,84.6321411132812
2022-03-16,1053900,86.4878463745117
2022-03-17,1009400,86.218635559082
2022-03-18,2447800,85.8917236328125
2022-03-21,1291000,85.9590377807617
2022-03-22,1731600,85.7378768920898
2022-03-23,1024700,81.8437652587891
2022-03-24,1555100,82.2091369628906
2022-03-25,1022600,81.6130065917969
2022-03-28,1690600,80.6034164428711
2022-03-29,2681500,83.1129608154297
2022-03-30,1592700,81.2476196289062
2022-03-31,2896900,78.7669219970703
2022-04-01,1582200,81.1995468139648
2022-04-04,1259000,81.8437652587891
2022-04-05,1498800,81.7764587402344
2022-04-06,1072100,82.1514434814453
2022-04-07,1529300,81.4207000732422
2022-04-08,793100,81.1130142211914
2022-04-11,925000,80.3822555541992
2022-04-12,769900,79.5746002197266
2022-04-13,715800,80.5745697021484
2022-04-14,1668600,81.9399185180664
2022-04-18,1029600,80.3149566650391
2022-04-19,2246200,84.4590682983398
2022-04-20,1484400,85.2763595581055
2022-04-21,1366800,85.0455932617188
2022-04-22,1318100,84.5456085205078
2022-04-25,1219800,86.0936431884766
2022-04-26,1232800,84.862907409668
2022-04-27,1938600,87.1128387451172
2022-04-28,1364900,86.9782180786133
2022-04-29,1510300,85.3309020996094
2022-05-02,1066500,86.8910140991211
2022-05-03,1162500,89.3135375976562
2022-05-04,1048500,91.232177734375
2022-05-05,1062000,89.2263336181641
2022-05-06,1104600,89.0712890625
2022-05-09,1366900,85.7572860717773
2022-05-10,1409800,85.8735656738281
2022-05-11,1301500,84.8754730224609
2022-05-12,974500,86.7359771728516
2022-05-13,897800,89.2457122802734
2022-05-16,711200,88.3735961914062
2022-05-17,739400,89.6914443969727
2022-05-18,843900,87.9181671142578
2022-05-19,1130300,84.0712051391602
2022-05-20,2960800,82.0750427246094
2022-05-23,1318200,82.3269805908203
2022-05-24,1134800,79.0808029174805
2022-05-25,879000,80.9800643920898
2022-05-26,902000,83.325065612793
2022-05-27,905400,84.3812866210938
2022-05-31,1995700,86.9685440063477
2022-06-01,1203700,86.6778335571289
2022-06-02,812900,87.0848236083984
2022-06-03,577600,86.0382919311523
2022-06-06,472200,85.8251113891602
2022-06-07,726000,86.0673522949219
2022-06-08,626900,85.5925445556641
2022-06-09,657300,84.5847778320312
2022-06-10,688500,82.2882232666016
2022-06-13,997800,78.751335144043
2022-06-14,1090400,78.2474594116211
2022-06-15,998800,79.2261581420898
2022-06-16,1125000,76.5613861083984
2022-06-17,1740600,77.6272964477539
2022-06-21,904300,79.9044647216797
2022-06-22,815500,79.7203521728516
2022-06-23,649700,80.4858703613281
2022-06-24,1208400,83.0828094482422
2022-06-27,607000,82.99560546875
2022-06-28,429200,81.5808486938477
2022-06-29,489200,81.2901458740234
2022-06-30,872200,79.3424377441406
2022-07-01,1199300,78.8288650512695
2022-07-05,793100,79.6234512329102
2022-07-06,829100,79.6525268554688
2022-07-07,988200,82.0168991088867
2022-07-08,805800,81.193244934082
2022-07-11,917200,79.9529190063477
2022-07-12,868000,78.6447601318359
2022-07-13,936400,78.3637390136719
2022-07-14,1117900,76.9296112060547
2022-07-15,1509000,76.7551879882812
2022-07-18,1579900,76.9586791992188
2022-07-19,2971500,77.5013198852539
2022-07-20,1841800,78.8094863891602
2022-07-21,1676500,82.1719436645508
2022-07-22,1261500,78.6156845092773
2022-07-25,1825200,76.2222366333008
2022-07-26,1719400,75.1369476318359
2022-07-27,1654100,76.2125396728516
2022-07-28,1136700,77.1815490722656
2022-07-29,2917900,76.9567031860352
2022-08-01,1277400,77.6996841430664
2022-08-02,744800,76.7905120849609
2022-08-03,1077200,77.2890853881836
2022-08-04,601000,77.142448425293
2022-08-05,759900,76.1648559570312
2022-08-08,490400,76.3505935668945
2022-08-09,739600,76.2137298583984
2022-08-10,591900,76.6927490234375
2022-08-11,790800,76.8784942626953
2022-08-12,605700,78.7750396728516
2022-08-15,670800,78.8141479492188
2022-08-16,733600,80.5738220214844
2022-08-17,732800,79.4300308227539
2022-08-18,934300,80.7497940063477
2022-08-19,1274300,82.1184387207031
2022-08-22,1207200,79.8504028320312
2022-08-23,822700,80.48583984375
2022-08-24,670700,81.2190475463867
2022-08-25,522900,81.4927673339844
2022-08-26,496400,78.6381759643555
2022-08-29,622000,78.0907135009766
2022-08-30,548200,77.1620025634766
2022-08-31,1238600,77.0544586181641
2022-09-01,816500,77.4650497436523
2022-09-02,562300,76.9469223022461
2022-09-06,1153000,75.8911209106445
2022-09-07,1146000,77.494384765625
2022-09-08,788300,77.9831771850586
2022-09-09,706400,79.6255493164062
2022-09-12,932900,80.6227035522461
2022-09-13,785700,78.1004943847656
2022-09-14,1184200,78.765266418457
2022-09-15,1232200,76.243049621582
2022-09-16,1780800,74.1021118164062
2022-09-19,803500,75.6956024169922
2022-09-20,1003700,73.3200302124023
2022-09-21,822400,73.4764556884766
2022-09-22,764600,71.403938293457
2022-09-23,1031900,69.3998489379883
2022-09-26,961400,69.5269393920898
2022-09-27,884700,67.8845748901367
2022-09-28,979100,67.8259124755859
2022-09-29,957800,66.3692932128906
2022-09-30,1066800,65.9098129272461
2022-10-03,1669800,67.4348831176758
2022-10-04,4847900,68.9012832641602
2022-10-05,1859200,66.7603302001953
2022-10-06,1575800,67.0145111083984
2022-10-07,1971400,67.4250946044922
2022-10-10,1113300,65.8804931640625
2022-10-11,1221400,66.2422027587891
2022-10-12,925500,66.2031021118164
2022-10-13,1369200,66.5648040771484
2022-10-14,2163600,65.1081848144531
2022-10-17,2210000,66.1933212280273
2022-10-18,3023900,64.2870025634766
2022-10-19,2590600,63.3876037597656
2022-10-20,1727000,62.6739654541016
2022-10-21,1627000,64.0230484008789
2022-10-24,1343600,64.1403656005859
2022-10-25,976800,65.4699020385742
2022-10-26,1244100,64.5900573730469
2022-10-27,1240900,63.6515617370605
2022-10-28,1875700,64.2576751708984
2022-10-31,1256900,64.4750595092773
2022-11-01,850700,64.2774353027344
2022-11-02,1175700,61.8861770629883
2022-11-03,1665300,60.483039855957
2022-11-04,1540000,61.4514007568359
2022-11-07,1408800,61.6786689758301
2022-11-08,1382800,60.6609039306641
2022-11-09,1631800,57.2716407775879
2022-11-10,2082000,59.672779083252
2022-11-11,1359700,62.6569137573242
2022-11-14,4553200,56.4811401367188
2022-11-15,2102200,58.0127334594727
2022-11-16,2424400,55.3052749633789
2022-11-17,1825200,57.7261734008789
2022-11-18,1912400,58.8131141662598
2022-11-21,1263900,58.447509765625
2022-11-22,1282000,60.5324478149414
2022-11-23,1047100,61.421760559082
2022-11-25,509900,61.3624687194824
2022-11-28,991000,61.0363922119141
2022-11-29,1073600,61.4316368103027
2022-11-30,2876300,62.0739212036133
2022-12-01,2520000,62.5086936950684
2022-12-02,1245300,62.5581016540527
2022-12-05,1413500,62.4889335632324
2022-12-06,2034300,59.850643157959
2022-12-07,1273900,59.3269386291504
2022-12-08,1799800,59.3368186950684
2022-12-09,1400900,58.7834701538086
2022-12-12,1649500,59.287410736084
2022-12-13,1941500,59.9494514465332
2022-12-14,1794300,59.2478866577148
2022-12-15,1833700,58.5166778564453
2022-12-16,3318000,57.1728286743164
2022-12-19,2430500,55.2459869384766
2022-12-20,2735000,54.139289855957
2022-12-21,2654900,57.0147285461426
2022-12-22,1944900,57.0147285461426
2022-12-23,1146300,57.518669128418
2022-12-27,917800,58.1313095092773
2022-12-28,1068200,57.5285530090332
2022-12-29,1603800,60.2656555175781
2022-12-30,1274000,60.2854156494141
